last_name,first_name,dob,gender,team_cat,country_short,team_short,team_long,code
MANZONI,Gloria,25/04/1998,Female,CTW,(Ita),SBT,EUROTARGET - BIANCHI - VITTORIA,10010181344
MARCATO,Marco,11/02/1984,Male,WTT,(Ita),UAD,UAE TEAM EMIRATES,10003383159
MARCHESINI,Giulia,14/05/1998,Female,CTW,(Ita),VAI,AROMITALIA - BASSO BIKES - VAIANO,10014963747
MARCHETTI,Moreno,27/04/1998,Male,PCT,(Ita),THR,THARCOR,10010182758
MARCZYNSKI,Tomasz,06/03/1984,Male,WTT,(Pol),LTS,LOTTO SOUDAL,10003245339
MARECZKO,Jakub,30/04/1994,Male,WTT,(Ita),CPT,CCC TEAM,10008972884
MARENGO,Umberto,21/07/1992,Male,PCT,(Ita),THR,THARCOR,10011972309
MARKUS,Femke,17/11/1996,Female,CTW,(Ned),PHV,PARKHOTEL VALKENBURG,10016031858
MARKUS,Kelly,07/02/1993,Female,CTW,(Ned),DVE,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,10007296505
MARKUS,Riejanne,01/09/1994,Female,CTW,(Ned),CCC,CCC - LIV,10008685423
MARONESE,Marco,25/12/1994,Male,PCT,(Ita),BRD,BARDIANI CSF,10010084344
MARTENS,Paul,26/10/1983,Male,WTT,(Ger),TJV,TEAM JUMBO - VISMA,10002839151
MARTIN,Daniel,20/08/1986,Male,WTT,(Irl),UAD,UAE TEAM EMIRATES,10003224828
MARTIN,Guillaume,09/06/1993,Male,PCT,(Fra),WGG,WANTY - GOBERT CYCLING TEAM,10007517076
MARTIN MARTIN,Isabel,01/05/1999,Female,CTW,(Spa),BDU,BIZKAIA - DURANGO,10015469460
MARTIN MARTIN,Sara,22/03/1999,Female,CTW,(Spa),SWT,SOPELA WOMEN'S TEAM,10016311744
MARTIN,Tony,23/04/1985,Male,WTT,(Ger),TJV,TEAM JUMBO - VISMA,10002858652
MARTINELLI,Davide,31/05/1993,Male,WTT,(Ita),DQT,DECEUNINCK  -  QUICK - STEP,10008198807
MARTINEZ BONAFE,Cristina,02/01/1996,Female,CTW,(Spa),BDU,BIZKAIA - DURANGO,10009517195
MARTINEZ POVEDA,Daniel Felipe,25/04/1996,Male,WTT,(Col),EF1,EF EDUCATION FIRST,10009226401
MARTINS,Maria,09/07/1999,Female,CTW,(Por),SWT,SOPELA WOMEN'S TEAM,10015577574
MARTURANO,Greta,14/06/1998,Female,CTW,(Ita),TOP,TOP GIRLS FASSA BORTOLO,10014963848
MARTYNYUK,Daryna,03/09/1999,Female,CTW,(Ukr),LCW,LVIV CYCLING TEAM,10014739435
MAS BONET,Luis Guillermo,15/10/1989,Male,WTT,(Spa),MOV,MOVISTAR TEAM,10005512210
MAS NICOLAU,Enric,07/01/1995,Male,WTT,(Spa),DQT,DECEUNINCK  -  QUICK - STEP,10008685726
MASNADA,Fausto,06/11/1993,Male,PCT,(Ita),ANS,ANDRONI GIOCATTOLI - SIDERMEC,10008912563
MATE MARDONES,Luis Angel,23/03/1984,Male,PCT,(Spa),COF,COFIDIS SOLUTIONS CREDITS,10004544937
MATHIESEN,Pernille,05/10/1997,Female,CTW,(Den),SUN,TEAM SUNWEB,10009637134
MATHIS,Marco,07/04/1994,Male,PCT,(Ger),COF,COFIDIS SOLUTIONS CREDITS,10007751694
MATTEOLI,Emilia,12/11/1999,Female,CTW,(Ita),VAI,AROMITALIA - BASSO BIKES - VAIANO,10015660935
MATTHEWS,Michael,26/09/1990,Male,WTT,(Aus),SUN,TEAM SUNWEB,10006291947
MC CARTHY,Jay,08/09/1992,Male,WTT,(Aus),BOH,BORA - HANSGROHE,10006874553
MCLAY,Daniel,03/01/1992,Male,WTT,(GBr),EF1,EF EDUCATION FIRST,10006384196
MCNULTY,Brandon,02/04/1998,Male,PCT,(USA),RLY,RALLY UHC CYCLING,10015092372
MEDVEDOVA,Tereza,27/03/1996,Female,CTW,(Svk),BPK,BEPINK,10008625607
MEINTJES,Louis,21/02/1992,Male,WTT,(RSA),TDD,TEAM DIMENSION DATA,10007524251
MEISELS,Esther,10/06/1995,Female,CTW,(Isr),HMT,HEALTH MATE - LADIES TEAM,10015609405
MENDOZA CARDONA,Omar Alberto,25/11/1989,Male,PCT,(Col),MZN,MANZANA POSTOBON TEAM,10007997228
MENG,Zhaojuan,14/12/1989,Female,CTW,(HKg),GPC,CHINA LIV PRO CYCLING,10006083294
MENTEN,Milan,31/10/1996,Male,PCT,(Bel),SVB,SPORT VLAANDEREN - BALOISE,10010091216
MERINO CORTAZAR,Eider,02/08/1994,Female,CTW,(Spa),MOV,MOVISTAR TEAM WOMEN,10042147793
MERTZ,Remy,17/07/1995,Male,WTT,(Bel),LTS,LOTTO SOUDAL,10008081595
METALJA,Xhejna,06/02/1997,Female,CTW,(Alb),CZF,CONCERIA ZABRI - FANINI,10050643074
MEUCCI,Claudia,22/01/1999,Female,CTW,(Ita),CZF,CONCERIA ZABRI - FANINI,10015660329
MEURISSE,Xandro,31/01/1992,Male,PCT,(Bel),WGG,WANTY - GOBERT CYCLING TEAM,10006642763
MEYER,Cameron,11/01/1988,Male,WTT,(Aus),MTS,MITCHELTON - SCOTT,10004595558
MICKEY,Abigail,03/07/1990,Female,CTW,(USA),RLW,RALLY UHC CYCLING,10009711300
MINAUD,Manon,21/10/1998,Female,CTW,(Fra),CMW,CHARENTE - MARITIME WOMEN CYCLING,10023549156
MINI,Emanuel,14/06/1986,Male,PCT,(Arg),TNN,TEAM NOVO NORDISK,10014898574
MINNAARD,Marco,11/04/1989,Male,PCT,(Ned),WGG,WANTY - GOBERT CYCLING TEAM,10005891217
MIRZA AL-HAMMADI,Yousif,08/10/1988,Male,WTT,(UAE),UAD,UAE TEAM EMIRATES,10010992508
MITRI,James,28/02/1999,Male,PCT,(NZl),BBH,BURGOS - BH,10023848038
MOAK,Summer,03/06/1999,Female,CTW,(USA),RLW,RALLY UHC CYCLING,10016189280
MOBERG,Emilie,12/07/1991,Female,CTW,(Nor),TVC,TEAM VIRTU CYCLING,10006875866
MODOLO,Sacha,19/06/1987,Male,WTT,(Ita),EF1,EF EDUCATION FIRST,10004613948
MOHORIC,Matej,19/10/1994,Male,WTT,(Slo),TBM,BAHRAIN - MERIDA,10008686332
MOINARD,Amael,02/02/1982,Male,PCT,(Fra),PCB,TEAM ARKEA - SAMSIC,10003002839
MOLANO BENAVIDES,Juan Sebastian,04/11/1994,Male,WTT,(Col),UAD,UAE TEAM EMIRATES,10008971268
MOLARD,Rudy,17/09/1989,Male,WTT,(Fra),GFC,GROUPAMA - FDJ,10007753415
MOLINA CANET,Antonio,04/01/1991,Male,PCT,(Spa),CJR,CAJA RURAL - SEGUROS RGA,10009191540
MOLLEMA,Bauke,26/11/1986,Male,WTT,(Ned),TFS,TREK - SEGAFREDO,10005513119
MOLLY,Kenny,24/12/1996,Male,PCT,(Bel),WVA,WALLONIE BRUXELLES,10010040692
MONFORT,Maxime,14/01/1983,Male,WTT,(Bel),LTS,LOTTO SOUDAL,10002670817
MONTICOLO,Iris,15/07/2000,Female,CTW,(Ita),TOP,TOP GIRLS FASSA BORTOLO,10030291666
MOOLMAN-PASIO,Ashleigh,09/12/1985,Female,CTW,(RSA),CCC,CCC - LIV,10006919619
MOONEN,Puck,20/03/1996,Female,CTW,(Ned),LSL,LOTTO SOUDAL LADIES,10014974154
MORA VEDRI,Sebastian,19/02/1988,Male,PCT,(Spa),CJR,CAJA RURAL - SEGUROS RGA,10019037545
MORABITO,Steve,30/01/1983,Male,WTT,(Swi),GFC,GROUPAMA - FDJ,10002695267
MØRCH KONGSTAD,Tobias,14/09/1996,Male,PCT,(Den),RIW,RIWAL READYNEZ CYCLING TEAM,10050030358
MOREIRA GUARINO,Mauricio Jose,18/07/1995,Male,PCT,(Uru),CJR,CAJA RURAL - SEGUROS RGA,10074893478
MORENO BAZAN,Javier,18/07/1984,Male,PCT,(Spa),DMP,DELKO MARSEILLE PROVENCE,10002928370
MORENO CANCHON,Blanca Liliana,08/07/1992,Female,CTW,(Col),ASA,ASTANA WOMEN'S TEAM,10013350315
MORENO ROCA,Alexandra,25/01/2000,Female,CTW,(Spa),SWT,SOPELA WOMEN'S TEAM,10040477171
MORI,Manuele,09/08/1980,Male,WTT,(Ita),UAD,UAE TEAM EMIRATES,10002817933
MORICE,Julien,20/07/1991,Male,PCT,(Fra),VCB,VITAL CONCEPT - B&B HOTELS,10006488573
MORICHON,Anaïs,06/10/1999,Female,CTW,(Fra),CMW,CHARENTE - MARITIME WOMEN CYCLING,10011033732
MORIN,Emmanuel,13/03/1995,Male,PCT,(Fra),COF,COFIDIS SOLUTIONS CREDITS,10015422172
MØRKØV,Michael,30/04/1985,Male,WTT,(Den),DQT,DECEUNINCK  -  QUICK - STEP,10003308993
MORTIER,Julien,20/07/1997,Male,PCT,(Bel),WVA,WALLONIE BRUXELLES,10010976744
MORTON,Lachlan,02/01/1992,Male,WTT,(Aus),EF1,EF EDUCATION FIRST,10007597306
MORZENTI,Lisa,23/01/1998,Female,CTW,(Ita),SBT,EUROTARGET - BIANCHI - VITTORIA,10014861390
MOSCHETTI,Matteo,14/08/1996,Male,WTT,(Ita),TFS,TREK - SEGAFREDO,10009189015
MOSCON,Gianni,20/04/1994,Male,WTT,(Ita),SKY,TEAM SKY,10009575395
MOSER,Moreno,25/12/1990,Male,PCT,(Ita),NIP,NIPPO - VINI FANTINI - FAIZANE',10005964167
MOSTOV,Zeke,30/07/1996,Male,PCT,(USA),HBA,HAGENS BERMAN AXEON,10009502344
MOTTIER,Justin,14/09/1993,Male,PCT,(Fra),VCB,VITAL CONCEPT - B&B HOTELS,10007624180
MUCCIOLI,Dalia,22/05/1993,Female,CTW,(Ita),VAL,VALCAR CYLANCE CYCLING,10007981868
MÜHLBERGER,Gregor,04/04/1994,Male,WTT,(Aut),BOH,BORA - HANSGROHE,10007631557
MULLEN,Ryan,07/08/1994,Male,WTT,(Irl),TFS,TREK - SEGAFREDO,10008635408
MÜLLER,Patrick,18/04/1996,Male,PCT,(Swi),VCB,VITAL CONCEPT - B&B HOTELS,10008926206
MUNDAY,Samuel,04/03/1998,Male,PCT,(Aus),TNN,TEAM NOVO NORDISK,10014878770
MUÑOZ GIRALDO,Daniel,21/11/1996,Male,PCT,(Col),ANS,ANDRONI GIOCATTOLI - SIDERMEC,10010985636
MUÑOZ LANCHEROS,Cristian Camilo,20/03/1996,Male,WTT,(Col),UAD,UAE TEAM EMIRATES,10035516027
MUÑOZ PEREZ,Mireia,24/12/1998,Female,CTW,(Spa),SWT,SOPELA WOMEN'S TEAM,10015524731
MURPHY,John,15/12/1984,Male,PCT,(USA),RLY,RALLY UHC CYCLING,10003192492
MURPHY,Kyle,05/10/1991,Male,PCT,(USA),RLY,RALLY UHC CYCLING,10009794960
MUSTONEN,Sara,08/02/1981,Female,CTW,(Swe),HMT,HEALTH MATE - LADIES TEAM,10005436529
MUZIC,Evita,26/05/1999,Female,CTW,(Fra),FDJ,FDJ NOUVELLE - AQUITAINE FUTUROSCOPE,10010941277
NA,Ahreum,24/03/1990,Female,CTW,(Kor),ALE,ALE CIPOLLINI,10006136646
NAESEN,Lawrence,28/08/1992,Male,WTT,(Bel),LTS,LOTTO SOUDAL,10009807488
NAESEN,Oliver,16/09/1990,Male,WTT,(Bel),ALM,AG2R LA MONDIALE,10009365433
NAGENGAST,Fleur,28/01/1998,Female,CTW,(Ned),PHV,PARKHOTEL VALKENBURG,10009857204
NAHIRNA,Anna,30/09/1988,Female,CTW,(Ukr),LCW,LVIV CYCLING TEAM,10005510994
NAKANE,Hideto,02/05/1990,Male,PCT,(Jpn),NIP,NIPPO - VINI FANTINI - FAIZANE',10007947516
NARDI,Gloria,14/07/2000,Female,CTW,(Ita),SBT,EUROTARGET - BIANCHI - VITTORIA,10028944881
NARVAEZ PRADO,Jonnathan Manuel,04/03/1997,Male,WTT,(Ecu),SKY,TEAM SKY,10009637235
NASKOVICH,Taisa,19/09/1995,Female,CTW,(Blr),MCC,MINSK CYCLING CLUB,10009049171
NATAROV,Yuriy,28/12/1996,Male,WTT,(Kaz),AST,ASTANA PRO TEAM,10009818101
NAULEAU,Bryan,17/03/1988,Male,PCT,(Fra),TDE,DIRECT ENERGIE,10004642240
NAVARRO GARCIA,Daniel,18/07/1983,Male,WTT,(Spa),TKA,TEAM KATUSHA ALPECIN,10002514506
NEBEN,Amber Leone,18/02/1975,Female,CTW,(USA),CGS,COGEAS METTLER LOOK PRO CYCLING TEAM,10048318209
NEFF,Jolanda,05/01/1993,Female,CTW,(Swi),TFS,TREK - SEGAFREDO,10007094118
NEKRASOV,Denis,19/02/1997,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10009691900
NESTI,Nicole,20/09/1997,Female,CTW,(Ita),VAI,AROMITALIA - BASSO BIKES - VAIANO,10010200340
NEVADO GIMENO,Ariadna,26/09/2000,Female,CTW,(Spa),SWT,SOPELA WOMEN'S TEAM,10037775117
NEWSOM,Emily,04/09/1983,Female,CTW,(USA),TIB,TEAM TIBCO - SILICON VALLEY BANK,10055839042
NEYLAN,Rachel,09/03/1982,Female,CTW,(Aus),TVC,TEAM VIRTU CYCLING,10007342476
NGUYEN,Thi That,06/03/1993,Female,CTW,(Vie),LSL,LOTTO SOUDAL LADIES,10008682288
NIBALI,Antonio,23/09/1992,Male,WTT,(Ita),TBM,BAHRAIN - MERIDA,10009392210
NIBALI,Vincenzo,14/11/1984,Male,WTT,(Ita),TBM,BAHRAIN - MERIDA,10002837838
NIELSEN,Andreas,05/04/1997,Male,PCT,(Den),RIW,RIWAL READYNEZ CYCLING TEAM,10080047414
NIELSEN,Magnus Cort,16/01/1993,Male,WTT,(Den),AST,ASTANA PRO TEAM,10007381781
NIEUWENHUIS,Joris,11/02/1996,Male,WTT,(Ned),SUN,TEAM SUNWEB,10008705833
NIEVE ITURRALDE,Mikel,26/05/1984,Male,WTT,(Spa),MTS,MITCHELTON - SCOTT,10005413085
NIEWIADOMA,Katarzyna,29/09/1994,Female,CTW,(Pol),CSR,CANYON / /SRAM RACING,10008682490
NILSSON,Hanna,16/02/1992,Female,CTW,(Swe),BTC,BTC CITY LJUBLJANA,10010971589
NISHIMURA,Hiroki,20/10/1994,Male,PCT,(Jpn),NIP,NIPPO - VINI FANTINI - FAIZANE',10008687342
NIZZOLO,Giacomo,30/01/1989,Male,WTT,(Ita),TDD,TEAM DIMENSION DATA,10005876160
NOBLE,Ellen,03/12/1995,Female,CTW,(USA),TFS,TREK - SEGAFREDO,10009005725
NÕMMELA,Aksel,22/10/1994,Male,PCT,(Est),WVA,WALLONIE BRUXELLES,10008610247
NOPPE,Christophe,29/11/1994,Male,PCT,(Bel),SVB,SPORT VLAANDEREN - BALOISE,10010005027
NOSKOVA,Nikola,01/07/1997,Female,CTW,(Cze),BIG,BIGLA,10009335121
NOVAK,Domen,12/07/1995,Male,WTT,(Slo),TBM,BAHRAIN - MERIDA,10009372406
NOVIKOVA,Olena,14/01/1984,Female,CTW,(Ukr),SER,SERVETTO - PIUMATE - BELTRAMI TSA,10009596314
NOVOLODSKAYA,Maria,28/07/1999,Female,CTW,(Rus),CGS,COGEAS METTLER LOOK PRO CYCLING TEAM,10014629705
NYCH,Artem,21/03/1995,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10008687847
OCHOA CAMARGO,Diego Antonio,05/06/1993,Male,PCT,(Col),MZN,MANZANA POSTOBON TEAM,10007528796
O'CONNOR,Ben,25/11/1995,Male,WTT,(Aus),TDD,TEAM DIMENSION DATA,10009780513
OFFREDO,Yoann,12/11/1986,Male,PCT,(Fra),WGG,WANTY - GOBERT CYCLING TEAM,10005345690
OLIVEIRA,Ivo,05/09/1996,Male,WTT,(Por),UAD,UAE TEAM EMIRATES,10009190328
OLIVEIRA,Nelson,06/03/1989,Male,WTT,(Por),MOV,MOVISTAR TEAM,10005457646
OLIVIER,Daan,24/11/1992,Male,WTT,(Ned),TJV,TEAM JUMBO - VISMA,10007351974
OOMEN,Sam,15/08/1995,Male,WTT,(Ned),SUN,TEAM SUNWEB,10008688352
ORONTE,Emerson,29/01/1990,Male,PCT,(USA),RLY,RALLY UHC CYCLING,10007600033
ORSINI,Umberto,06/12/1994,Male,PCT,(Ita),BRD,BARDIANI CSF,10008688453
OSHURKOVA,Elizaveta,19/06/1991,Female,CTW,(Rus),CGS,COGEAS METTLER LOOK PRO CYCLING TEAM,10006503832
OSORIO ARBOLEDA,Juan Felipe,30/01/1995,Male,PCT,(Col),MZN,MANZANA POSTOBON TEAM,10009227613
OSORIO CARVAJAL,Alejandro,28/05/1998,Male,PCT,(Col),NIP,NIPPO - VINI FANTINI - FAIZANE',10016193021
OSS,Daniel,13/01/1987,Male,WTT,(Ita),BOH,BORA - HANSGROHE,10003263022
OSSOLA,Irena,19/04/1988,Female,CTW,(USA),SER,SERVETTO - PIUMATE - BELTRAMI TSA,10013889673
OURSELIN,Paul,13/04/1994,Male,PCT,(Fra),TDE,DIRECT ENERGIE,10011126385
OWEN,Elné,25/07/1999,Female,CTW,(RSA),SWT,SOPELA WOMEN'S TEAM,10015584446
OWEN,Harriet,16/12/1993,Female,CTW,(GBr),HBS,HAGENS BERMAN / SUPERMINT,10007499902
OWEN,Logan,25/03/1995,Male,WTT,(USA),EF1,EF EDUCATION FIRST,10008019153
OWSIAN,Lukasz,24/02/1990,Male,WTT,(Pol),CPT,CCC TEAM,10005853629
OYARBIDE JIMENEZ,Lourdes,08/04/1994,Female,CTW,(Spa),MOV,MOVISTAR TEAM WOMEN,10008651168
PACHER,Quentin,06/01/1992,Male,PCT,(Fra),VCB,VITAL CONCEPT - B&B HOTELS,10008892961
PACHSHENKO,Svetlana,26/07/2000,Female,CTW,(Kaz),ASA,ASTANA WOMEN'S TEAM,10036107525
PACIONI,Luca,13/08/1993,Male,PCT,(Ita),THR,THARCOR,10007744624
PADUN,Mark,06/07/1996,Male,WTT,(Ukr),TBM,BAHRAIN - MERIDA,10010096569
PALADIN,Asja,27/09/1994,Female,CTW,(Ita),VAL,VALCAR CYLANCE CYCLING,10008637327
PALADIN,Soraya,04/05/1993,Female,CTW,(Ita),ALE,ALE CIPOLLINI,10007524453
PANTANO GOMEZ,Jarlinson,19/11/1988,Male,WTT,(Col),TFS,TREK - SEGAFREDO,10004641937
PARDILLA BELLON,Sergio,16/01/1984,Male,PCT,(Spa),CJR,CAJA RURAL - SEGUROS RGA,10002928471
PAREDES ZAPATA,Wilmar Andres,27/04/1996,Male,PCT,(Col),MZN,MANZANA POSTOBON TEAM,10009690987
PARET PEINTRE,Aurélien,27/02/1996,Male,WTT,(Fra),ALM,AG2R LA MONDIALE,10025080746
PARKINSON,Abby-Mae,30/07/1997,Female,CTW,(GBr),DRP,DROPS,10009335626
PARRA ARIAS,Jordan Arley,19/04/1994,Male,PCT,(Col),MZN,MANZANA POSTOBON TEAM,10009037350
PASQUALON,Andrea,02/01/1988,Male,PCT,(Ita),WGG,WANTY - GOBERT CYCLING TEAM,10007128470
PATERNOSTER,Letizia,22/07/1999,Female,CTW,(Ita),TFS,TREK - SEGAFREDO,10015336387
PATIÑO BEDOYA,Paula Andrea,29/03/1997,Female,CTW,(Col),MOV,MOVISTAR TEAM WOMEN,10010661900
PATTARO,Francesca,12/03/1995,Female,CTW,(Ita),BPK,BEPINK,10008689362
PAUWELS,Serge,21/11/1983,Male,WTT,(Bel),CPT,CCC TEAM,10003025875
PAWLOWSKA,Katarzyna,16/08/1989,Female,CTW,(Pol),TVC,TEAM VIRTU CYCLING,10006436336
PAYTON,Hannah,23/03/1994,Female,CTW,(GBr),DRP,DROPS,10007749674
PEDERSEN,Casper Phillip,15/03/1996,Male,WTT,(Den),SUN,TEAM SUNWEB,10073619243
PEDERSEN,Mads,18/12/1995,Male,WTT,(Den),TFS,TREK - SEGAFREDO,10008689564
PEDRERO,Antonio,23/10/1991,Male,WTT,(Spa),MOV,MOVISTAR TEAM,10006634780
PEIXIAO,Wu,27/08/1996,Female,CTW,(Chn),GPC,CHINA LIV PRO CYCLING,10069650832
PEÑALVER ANIORTE,Manuel,10/12/1998,Male,PCT,(Spa),BBH,BURGOS - BH,10015391153
PENTON,Sara,15/11/1988,Female,CTW,(Swe),TVC,TEAM VIRTU CYCLING,10009409788
PEÑUELA MARTINEZ,Diana Carolina,08/09/1986,Female,CTW,(Col),ALE,ALE CIPOLLINI,10007589323
PERCHTOLD,Christina,11/05/1993,Female,CTW,(Aut),HMT,HEALTH MATE - LADIES TEAM,10007510511
PEREZ,Anthony,22/04/1991,Male,PCT,(Fra),COF,COFIDIS SOLUTIONS CREDITS,10006879203
PERICHON,Pierre Luc,04/01/1987,Male,PCT,(Fra),COF,COFIDIS SOLUTIONS CREDITS,10004620517
PERINI,Chiara,09/12/1997,Female,CTW,(Ita),BPK,BEPINK,10016095718
PERINOVI,Maja,24/09/1999,Female,CTW,(Cro),TOP,TOP GIRLS FASSA BORTOLO,10011049088
PERNSTEINER,Hermann,07/08/1990,Male,WTT,(Aut),TBM,BAHRAIN - MERIDA,10006838480
PERON,Andrea,28/10/1988,Male,PCT,(Ita),TNN,TEAM NOVO NORDISK,10005660336
PERSICO,Silvia,25/07/1997,Female,CTW,(Ita),VAL,VALCAR CYLANCE CYCLING,10010753947
PESSOT,Alessandro,01/07/1995,Male,PCT,(Ita),BRD,BARDIANI CSF,10013373149
PETERS,Nans,12/03/1994,Male,WTT,(Fra),ALM,AG2R LA MONDIALE,10008883362
PETILLI,Simone,04/05/1993,Male,WTT,(Ita),UAD,UAE TEAM EMIRATES,10008906301
PETIT,Adrien,26/09/1990,Male,PCT,(Fra),TDE,DIRECT ENERGIE,10006584765
PEYSKENS,Dimitri,26/11/1991,Male,PCT,(Bel),WVA,WALLONIE BRUXELLES,10009807387
PFINGSTEN,Christoph,20/11/1987,Male,WTT,(Ger),BOH,BORA - HANSGROHE,10003236043
PHILIPSEN,Jasper,02/03/1998,Male,WTT,(Bel),UAD,UAE TEAM EMIRATES,10014827543
PHINNEY,Taylor,27/06/1990,Male,WTT,(USA),EF1,EF EDUCATION FIRST,10005933956
PIBERNIK,Luka,23/10/1993,Male,WTT,(Slo),TBM,BAHRAIN - MERIDA,10007513541
PICCA,Valentina,24/06/1988,Female,CTW,(Ita),SER,SERVETTO - PIUMATE - BELTRAMI TSA,10032126279
PICHON,Laurent,19/07/1986,Male,PCT,(Fra),PCB,TEAM ARKEA - SAMSIC,10006108960
PICHOT,Alexandre,06/01/1983,Male,PCT,(Fra),TDE,DIRECT ENERGIE,10003025370
PIETERS,Amy,01/06/1991,Female,CTW,(Ned),DLT,BOELS DOLMANS CYCLINGTEAM,10004779252
PILOTE-FORTIN,Gabrielle,26/04/1993,Female,CTW,(Can),WNT,WNT ROTOR PRO CYCLING TEAM,10008690372
PINOT,Thibaut,29/05/1990,Male,WTT,(Fra),GFC,GROUPAMA - FDJ,10006473722
PINTAR,Urska,03/10/1985,Female,CTW,(Slo),BTC,BTC CITY LJUBLJANA,10007859206
PIRRO,Loreta,15/11/1997,Female,CTW,(Alb),CZF,CONCERIA ZABRI - FANINI,10050641357
PIRRONE,Elena,21/02/1999,Female,CTW,(Ita),ASA,ASTANA WOMEN'S TEAM,10015331337
PITEL,Edwige,04/06/1967,Female,CTW,(Fra),CGS,COGEAS METTLER LOOK PRO CYCLING TEAM,10002663541
PIVOVAROVA,Polina,12/10/1994,Female,CTW,(Blr),MCC,MINSK CYCLING CLUB,10008920950
PLANCKAERT,Baptiste,28/09/1988,Male,PCT,(Bel),WVA,WALLONIE BRUXELLES,10004443792
PLANCKAERT,Edward,01/02/1995,Male,PCT,(Bel),SVB,SPORT VLAANDEREN - BALOISE,10011127500
PLANCKAERT,Emiel,22/10/1996,Male,PCT,(Bel),SVB,SPORT VLAANDEREN - BALOISE,10010091014
PLANET,Charles,30/10/1993,Male,PCT,(Fra),TNN,TEAM NOVO NORDISK,10007659243
PLIASKINA,Anastasiia,21/02/1996,Female,CTW,(Rus),CGS,COGEAS METTLER LOOK PRO CYCLING TEAM,10014142984
PLICHTA,Anna,10/02/1992,Female,CTW,(Pol),TFS,TREK - SEGAFREDO,10009723121
POELS,Wout,01/10/1987,Male,WTT,(Ned),SKY,TEAM SKY,10004827247
POGAAR,Tadej,21/09/1998,Male,WTT,(Slo),UAD,UAE TEAM EMIRATES,10014972740
POIDEVIN,Sara,07/05/1996,Female,CTW,(Can),RLW,RALLY UHC CYCLING,10010972805
POLANC,Jan,06/05/1992,Male,WTT,(Slo),UAD,UAE TEAM EMIRATES,10050785746
POLI,Umberto,27/08/1996,Male,PCT,(Ita),TNN,TEAM NOVO NORDISK,10013880882
POLITT,Nils,06/03/1994,Male,WTT,(Ger),TKA,TEAM KATUSHA ALPECIN,10008722607
POLJANSKI,Pawel,06/05/1990,Male,WTT,(Pol),BOH,BORA - HANSGROHE,10005866662
POLLICINI,Silvia,31/12/1998,Female,CTW,(Ita),VAL,VALCAR CYLANCE CYCLING,10029602764
PORSEV,Alexander,21/02/1986,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10005890712
PORTE,Richie,30/01/1985,Male,WTT,(Aus),TFS,TREK - SEGAFREDO,10005760164
PÖSTLBERGER,Lukas,10/01/1992,Male,WTT,(Aut),BOH,BORA - HANSGROHE,10007062388
POTAPOVA,Faina,12/09/1996,Female,CTW,(Kaz),ASA,ASTANA WOMEN'S TEAM,10009811734
POTOKINA,Anna,18/06/1987,Female,CTW,(Rus),SER,SERVETTO - PIUMATE - BELTRAMI TSA,10006059349
POWLESS,Neilson,03/09/1996,Male,WTT,(USA),TJV,TEAM JUMBO - VISMA,10008814351
POWLESS,Shayna,08/01/1994,Female,CTW,(USA),T20,SHO - AIR TWENTY20,10007708955
POZZOVIVO,Domenico,30/11/1982,Male,WTT,(Ita),TBM,BAHRAIN - MERIDA,10002692540
PRADERA BERNAL,Jeydy,17/02/1998,Female,CTW,(Cub),ASA,ASTANA WOMEN'S TEAM,10015972850
PRADES REVERTER,Eduard,09/08/1987,Male,WTT,(Spa),MOV,MOVISTAR TEAM,10006737238
PREIDLER,Georg,17/06/1990,Male,WTT,(Aut),GFC,GROUPAMA - FDJ,10006473520
PRIETO CASTAÑEDA,Marcela Elizabeth,11/03/1992,Female,CTW,(Mex),SWA,SWAPIT AGOLICO,10008956417
PU,Yixian,23/12/1992,Female,CTW,(Chn),GPC,CHINA LIV PRO CYCLING,10009043212
PUCCIO,Salvatore,31/08/1989,Male,WTT,(Ita),SKY,TEAM SKY,10005587887
PUJOL MUÑOZ,Cristina,29/10/1990,Female,CTW,(Spa),EIC,ENEICUE CYCLING TEAM,10041864675
QUAADE,Rasmus Christian,07/01/1990,Male,PCT,(Den),RIW,RIWAL READYNEZ CYCLING TEAM,10006064504
QUAGLIOTTO,Nadia,22/03/1997,Female,CTW,(Ita),ALE,ALE CIPOLLINI,10010678771
QUEMENEUR,Perrig,26/04/1984,Male,PCT,(Fra),TDE,DIRECT ENERGIE,10004666185
QUINIOU,Marine,26/08/1993,Female,CTW,(Fra),CMW,CHARENTE - MARITIME WOMEN CYCLING,10012843588
QUINN,Sean,10/05/2000,Male,PCT,(USA),HBA,HAGENS BERMAN AXEON,10063433637
QUINTANA,Dayer,10/08/1992,Male,PCT,(Col),THR,THARCOR,10009373214
QUINTANA,Nairo,04/02/1990,Male,WTT,(Col),MOV,MOVISTAR TEAM,10006738854
QUINTERO NOREÑA,Carlos Julian,05/03/1986,Male,PCT,(Col),MZN,MANZANA POSTOBON TEAM,10003034464
RAAIJMAKERS,Marit,02/06/1999,Female,CTW,(Ned),PHV,PARKHOTEL VALKENBURG,10015510078
RACHETTO,Liza,30/01/1974,Female,CTW,(USA),HBS,HAGENS BERMAN / SUPERMINT,10005610220
