code,First_Last,country_short,2018_team
10004640624,Kamil Zielinski,(Pol),Team Hurom
10010957546,Stanislaw Aniolkowski,(Pol),Team Hurom
10006271133,Andrzej Bartkiewicz,(Pol),Team Hurom
10003260190,Vitaliy Buts,(Ukr),Team Hurom
10009129805,Mikolaj Gutek,(Pol),Team Hurom
10008730283,Jakub Kaczmarek,(Pol),Team Hurom
10015848265,Dawid Kloc,(Pol),Team Hurom
10015690338,Mikolaj Konieczny,(Pol),Team Hurom
10007503538,Eryk Laton,(Pol),Team Hurom
10056303733,Mateusz Manowski,(Pol),Team Hurom
10006843534,Emanuel Piaskowy,(Pol),Team Hurom
10004599400,Andriy Vasylyuk,(Ukr),Team Hurom
10008942471,Martin Laas,(Est),Team Illuminate
10006481402,Felix Alejandro Baron,(USA),Team Illuminate
10010974118,Connor Brown,(USA),Team Illuminate
10035379924,Jorge Camilo Castiblanco Cubides,(Col),Team Illuminate
10006299829,Rob Evans,(USA),Team Illuminate
10007984801,Nate King,(USA),Team Illuminate
10009537710,Connor McCutcheon,(USA),Team Illuminate
10009795465,Bradley Neagos,(USA),Team Illuminate
10007518894,Simon Pellaud,(Swi),Team Illuminate
10015853117,Cameron Piper,(USA),Team Illuminate
10010791131,Jan Hugger,(Ger),Team Lotto-Kern Haus
10014651226,Marc Dörrie,(Ger),Team Lotto-Kern Haus
10015092473,Frederik Einhaus,(Ger),Team Lotto-Kern Haus
10010963913,Luca Henn,(Ger),Team Lotto-Kern Haus
10009646531,Joshua Huppertz,(Ger),Team Lotto-Kern Haus
10045480755,Robert William Kessler,(Ger),Team Lotto-Kern Haus
10008024005,Tobias Knaup,(Ger),Team Lotto-Kern Haus
10010981693,Dorian Lübbers,(Ger),Team Lotto-Kern Haus
10009395341,Florian Nowak,(Ger),Team Lotto-Kern Haus
10002651417,Robert Retschke,(Ger),Team Lotto-Kern Haus
10009880038,Jonas Rutsch,(Ger),Team Lotto-Kern Haus
10008721189,Fabian Schormair,(Ger),Team Lotto-Kern Haus
10009772732,Richard Weinzheimer,(Ger),Team Lotto-Kern Haus
10004507955,Daniel Westmattelmann,(Ger),Team Lotto-Kern Haus
10006673883,Alexander Ray,(NZl),Team McDonalds Downunder
10062834964,Mathew Bickel,(Aus),Team McDonalds Downunder
10009650369,Kyle Bridgwood,(Aus),Team McDonalds Downunder
10063986335,Thomas Coates,(Aus),Team McDonalds Downunder
10015562319,Ross Freeman,(Aus),Team McDonalds Downunder
10075165886,Cameron Layton,(Aus),Team McDonalds Downunder
10008104029,Nick Miller,(NZl),Team McDonalds Downunder
10007731284,Yuan Tang Peng,(Tpe),Team McDonalds Downunder
10066472666,Kane Richards,(Aus),Team McDonalds Downunder
10009781321,Joel Strachan,(Aus),Team McDonalds Downunder
10006876876,Andrii Bratashchuk,(Ukr),Team Novak
10007157570,Oleksandr Prevar,(Ukr),Team Novak
10070120876,Lorant Balazsi,(Rom),Team Novak
10036595858,Csaba Bartha,(Rom),Team Novak
10036595959,Péter Laszlo,(Rom),Team Novak
10003999919,Carol-Eduard Novak,(Rom),Team Novak
10007612763,Szabolcs Sebestyen,(Rom),Team Novak
10055137915,Norbert Szabo,(Rom),Team Novak
10070162508,Robert Szilagyi,(Rom),Team Novak
10008008241,Nicolae Tanovitchii,(Mda),Team Novak
10009154457,Mohamad Izzat Hilmi Abdul Halil,(Mas),Team Sapura Cycling
10014384373,Muhammad Zawawi Azman,(Mas),Team Sapura Cycling
10009060285,Aiman Cahyadi,(Ina),Team Sapura Cycling
10050937512,Jesse Ewart,(Aus),Team Sapura Cycling
10010647348,Muhsin Al Redha Misbah,(Mas),Team Sapura Cycling
10014871801,Muhamad Nur Aiman Mohd Zariff,(Mas),Team Sapura Cycling
10001140136,Victor Niño Corredor,(Col),Team Sapura Cycling
10006406832,Muhamad Adiq Husainie Othman,(Mas),Team Sapura Cycling
10006914767,Dylan Page,(Swi),Team Sapura Cycling
10007587404,Wilmar Jahir Perez Muñoz,(Col),Team Sapura Cycling
10015976991,Muhammad Fitri Saharil,(Mas),Team Sapura Cycling
10007520413,Mario Vogt,(Ger),Team Sapura Cycling
10009147282,Akmal Hakim Zakaria,(Mas),Team Sapura Cycling
10009987445,Julius Domnick,(Ger),Team Sauerland NRW p/b SKS Germany
10036198663,Michel Gießelmann,(Ger),Team Sauerland NRW p/b SKS Germany
10009082618,Aaron Grosser,(Ger),Team Sauerland NRW p/b SKS Germany
10010740005,Luca Felix Happke,(Ger),Team Sauerland NRW p/b SKS Germany
10010661593,Jonas Härtig,(Ger),Team Sauerland NRW p/b SKS Germany
10015766524,Johannes Hodapp,(Ger),Team Sauerland NRW p/b SKS Germany
10009397260,Felix Intra,(Ger),Team Sauerland NRW p/b SKS Germany
10015766726,Jon Knolle,(Ger),Team Sauerland NRW p/b SKS Germany
10010981491,Joann Leinau,(Ger),Team Sauerland NRW p/b SKS Germany
10010204481,Louis Leinau,(Ger),Team Sauerland NRW p/b SKS Germany
10053543576,Viktor Müller,(Ger),Team Sauerland NRW p/b SKS Germany
10036495424,Per Christian Münstermann,(Ger),Team Sauerland NRW p/b SKS Germany
10003225535,Christoph Schweizer,(Ger),Team Sauerland NRW p/b SKS Germany
10075106373,Rodrigo Araque Lorente,(Spa),Team Ukyo
10075106575,Oscar Pujol Munoz,(Spa),Team Ukyo
10075106676,Benjami Prades Reverter,(Spa),Team Ukyo
10021100514,Rodrigo Araque Lorente,(Spa),Team Ukyo
10009340373,Marc de Maar,(Ned),Team Ukyo
10004656990,Yusuke Hatanaka,(Jpn),Team Ukyo
10006495041,Eiichi Hirai,(Jpn),Team Ukyo
10006400768,Yoshimitsu Hiratsuka,(Jpn),Team Ukyo
10006445834,Robbie Hucker,(Aus),Team Ukyo
10008856383,Yuma Koishi,(Jpn),Team Ukyo
10004779656,Raymond Kreder,(Ned),Team Ukyo
10007747654,Michimasa Nakai,(Jpn),Team Ukyo
10006565769,Benjami Prades Reverter,(Spa),Team Ukyo
10005901725,Oscar Pujol Munoz,(Spa),Team Ukyo
10008697850,Suguru Tokuda,(Jpn),Team Ukyo
10060758255,Tanzo Tokuda,(Jpn),Team Ukyo
10063223873,Kohei Yokotsuka,(Jpn),Team Ukyo
10009798192,Naoya Yoshioka,(Jpn),Team Ukyo
10009879129,Jakob Egholm,(Den),Team Virtu Cycling
10007153631,Audun Brekke Fløtten,(Nor),Team Virtu Cycling
10058245450,Rasmus Guldhammer,(Den),Team Virtu Cycling
10009637033,Mikkel Frølich Honoré,(Den),Team Virtu Cycling
10009765961,Andreas Hyldgaard Jeppesen,(Den),Team Virtu Cycling
10007514450,Alexander Kamp,(Den),Team Virtu Cycling
10007514652,Asbjørn Kragh Andersen,(Den),Team Virtu Cycling
10008679965,Mathias Krigbaum,(Den),Team Virtu Cycling
10046121561,Johan Tiedemann Langballe,(Den),Team Virtu Cycling
10009413529,Niklas Larsen,(Den),Team Virtu Cycling
10010964721,Jesper Schultz,(Den),Team Virtu Cycling
10011129722,Torkil Veyhe,(Den),Team Virtu Cycling
10016012559,Dominik Amann,(Aut),Team Vorarlberg Santic
10014093979,Matteo Badilatti,(Swi),Team Vorarlberg Santic
10011028476,Manuel Bosch,(Aut),Team Vorarlberg Santic
10008673093,Gian Friesecke,(Swi),Team Vorarlberg Santic
10005915970,Daniel Geismayr,(Aut),Team Vorarlberg Santic
10016042164,Maximilian Hammerle,(Aut),Team Vorarlberg Santic
10035058309,Johannes Hirschbichler,(Aut),Team Vorarlberg Santic
10007631456,Patrick Jäger,(Aut),Team Vorarlberg Santic
10008624896,Lukas Meiler,(Ger),Team Vorarlberg Santic
10009745955,Martin Meiler,(Ger),Team Vorarlberg Santic
10007881737,Davide Orrico,(Ita),Team Vorarlberg Santic
10009503455,Lukas Rüegg,(Swi),Team Vorarlberg Santic
10006469072,Patrick Schelling,(Swi),Team Vorarlberg Santic
10006882334,Joeri Stallaert,(Bel),Team Vorarlberg Santic
10009231552,Jannik Steimle,(Ger),Team Vorarlberg Santic
10007739166,Roland Thalmann,(Swi),Team Vorarlberg Santic
10009502546,Gabriel Cullaigh,(GBr),Team Wiggins
10010955930,Mark Donovan,(GBr),Team Wiggins
10009513761,Mark Downey,(Irl),Team Wiggins
10011072431,Nathan Draper,(GBr),Team Wiggins
10015011742,James Fouche,(NZl),Team Wiggins
10010922584,Etienne Georgi,(GBr),Team Wiggins
10008814048,Dylan Kerfoot-Robson,(GBr),Team Wiggins
10014161374,Corentin Navarro,(Fra),Team Wiggins
10010176189,Michael O'Loughlin,(Irl),Team Wiggins
10010977552,Thomas Pidcock,(GBr),Team Wiggins
10016131585,Oliver Robinson,(GBr),Team Wiggins
10016234144,Jacques Sauvagnargues,(GBr),Team Wiggins
10015358518,Robert Scott,(GBr),Team Wiggins
10010750917,Campbell Stewart,(NZl),Team Wiggins
10015342451,Matthew Teggart,(Irl),Team Wiggins
10009967944,Joey Walker,(GBr),Team Wiggins
10010171240,Reece Wood,(GBr),Team Wiggins
10019228515,Jesse Yates,(GBr),Team Wiggins
10004745203,Jim Aernouts,(Bel),Telenet Fidea Lions
10008632273,Thijs Aerts,(Bel),Telenet Fidea Lions
10007586087,Toon Aerts,(Bel),Telenet Fidea Lions
10010956435,Yentl Bekaert,(Bel),Telenet Fidea Lions
10007952768,Nicolas Cleppe,(Bel),Telenet Fidea Lions
10010946129,Andreas Goeman,(Bel),Telenet Fidea Lions
10007945189,Quinten Hermans,(Bel),Telenet Fidea Lions
10007573660,Daan Soete,(Bel),Telenet Fidea Lions
10006118660,Lars van der Haar,(Ned),Telenet Fidea Lions
10006118761,Corne van Kessel,(Ned),Telenet Fidea Lions
10005953861,Artem Ovechkin,(Rus),Terengganu
10006900118,Muhammad Zulhilmie Afif Ahmad Zamri,(Mas),Terengganu
10008662383,Maral-Erdene Batmunkh,(Mgl),Terengganu
10061305293,Cheku Romli Cheku Nazmie,(Mas),Terengganu
10009351790,Metkel Eyob,(Eri),Terengganu
10008001369,Choon Huat Goh,(Sin),Terengganu
10009013304,Irwandie Lakasek,(Mas),Terengganu
10006137858,Mohd Shahrul Mat Amin,(Mas),Terengganu
10050091992,Nur Amirull Fakhruddin Mazuki,(Mas),Terengganu
10011128712,Drew Morey,(Aus),Terengganu
10009154760,Muhamad Afiq Huznie Othman,(Mas),Terengganu
10005681453,Mohd Nor Umardi Rosdi,(Mas),Terengganu
10004874232,Mohd Harrif Saleh,(Mas),Terengganu
10004127231,Mohd Zamri Saleh,(Mas),Terengganu
10015977496,Zuladri Amin Zulkurnain,(Mas),Terengganu
10052018050,Thurakit Boonratanathanakorn,(Tha),Thailand Continental
10006013778,Peerapol Chawchiangkwang,(Tha),Thailand Continental
10052265705,Worayut Kapunya,(Tha),Thailand Continental
10052265604,Navuti Liphongyu,(Tha),Thailand Continental
10004842001,Sea Keong Loh,(Mas),Thailand Continental
10009435353,Ariya Phounsavath,(Lao),Thailand Continental
10006079153,Phuchong Saiudomsin,(Tha),Thailand Continental
10007733308,Thanawut Sanikwathi,(Tha),Thailand Continental
10052265095,Sarawut Sirironnachai,(Tha),Thailand Continental
10015141781,Johannes Adamietz,(Ger),Tirol
10011072229,Tobias Bayer,(Aut),Tirol
10009782735,Benjamin Brkic,(Aut),Tirol
10010597838,Sam Dobbs,(NZl),Tirol
10010196704,Marco Friedrich,(Aut),Tirol
10015329620,Florian Gamper,(Aut),Tirol
10015332549,Mario Gamper,(Aut),Tirol
10014640920,Daniel Knapp,(Aut),Tirol
10009090496,Manuel Porzner,(Ger),Tirol
10009782533,Johannes Schinnagel,(Ger),Tirol
10035085284,Moran Vermeulen,(Aut),Tirol
10010597737,Rohan Wight,(Aus),Tirol
10015144512,Markus Wildauer,(Aut),Tirol
10010966842,Georg Zimmermann,(Ger),Tirol
10014058617,Fethi Acar,(Tur),Torku Sekerspor
10009267524,Ahmet Akdilek,(Tur),Torku Sekerspor
10007593868,Muhammet Atalay,(Tur),Torku Sekerspor
10005828165,Nazim Bakirci,(Tur),Torku Sekerspor
10009197301,Onur Balkan,(Tur),Torku Sekerspor
10009712310,Serkan Balkan,(Tur),Torku Sekerspor
10006067332,Ivan Balykin,(Rus),Torku Sekerspor
10015280514,Halil Ibrahim Dilek,(Tur),Torku Sekerspor
10015326788,Ahmet Örencik,(Tur),Torku Sekerspor
10060263252,Batuhan Özgür,(Tur),Torku Sekerspor
10008691382,Cristian Raileanu,(Mda),Torku Sekerspor
10008683100,Feritcan Samli,(Tur),Torku Sekerspor
10035379520,Adrian Enrique Vargas Pinto,(Col),Trevigiani Phonix-Hemus 1896
10009639255,Zahiri Abderrahim,(Mar),Trevigiani Phonix-Hemus 1896
10014316675,Floryan Arnoult,(Fra),Trevigiani Phonix-Hemus 1896
10052873872,Aleks Bechkov,(Bul),Trevigiani Phonix-Hemus 1896
10009398472,Stanimir Cholakov,(Bul),Trevigiani Phonix-Hemus 1896
10010166186,Alessandro Fedeli,(Ita),Trevigiani Phonix-Hemus 1896
10013400330,Christofer Jurado Lopez,(Pan),Trevigiani Phonix-Hemus 1896
10016237679,Yoan Kolev,(Bul),Trevigiani Phonix-Hemus 1896
10015827451,Fabio Mazzucco,(Ita),Trevigiani Phonix-Hemus 1896
10045961008,Mihail Mihaylov,(Bul),Trevigiani Phonix-Hemus 1896
10010971084,Marco Molteni,(Ita),Trevigiani Phonix-Hemus 1896
10009688866,Javier Ignacio Montoya Montoya,(Col),Trevigiani Phonix-Hemus 1896
10023473677,Konstantin Nikolov,(Bul),Trevigiani Phonix-Hemus 1896
10015391153,Manuel Peñalver Aniorte,(Spa),Trevigiani Phonix-Hemus 1896
10008697648,German Nicolas Tivani Perez,(Arg),Trevigiani Phonix-Hemus 1896
10015829370,Filippo Zana,(Ita),Trevigiani Phonix-Hemus 1896
10005905563,Hyosuk Gong,(Kor),Uijeongbu
10008616614,Taemin Gong,(Kor),Uijeongbu
10009380486,Hajeon Jung,(Kor),Uijeongbu
10007172324,Jimin Jung,(Kor),Uijeongbu
10010798609,Wooho Jung,(Kor),Uijeongbu
10008634394,Kisuk Lee,(Kor),Uijeongbu
10010963206,Byungsuk Park,(Kor),Uijeongbu
10006034996,Jesung Yeon,(Kor),Uijeongbu
10008659454,Jonas Abrahamsen,(Nor),Uno-X Norwegian Development Team
10011133661,Tobias S. Foss,(Nor),Uno-X Norwegian Development Team
10007703501,Sondre Kristiansen,(Nor),Uno-X Norwegian Development Team
10011124264,Kristian Kulset,(Nor),Uno-X Norwegian Development Team
10019995522,Sindre Kulset,(Nor),Uno-X Norwegian Development Team
10008849616,Erik Nordsaeter Resell,(Nor),Uno-X Norwegian Development Team
10009660877,Hans Kristian Haadem Rudland,(Nor),Uno-X Norwegian Development Team
10014641324,Lars Saugstad,(Nor),Uno-X Norwegian Development Team
10009647238,Anders Skaarseth,(Nor),Uno-X Norwegian Development Team
10015124405,Iver Skaarseth,(Nor),Uno-X Norwegian Development Team
10011231267,Torjus Sleen,(Nor),Uno-X Norwegian Development Team
10009893576,Torstein Træen,(Nor),Uno-X Norwegian Development Team
10011047876,Sedrik Engebø Ullebø,(Nor),Uno-X Norwegian Development Team
10049005895,Syver Wærsted,(Nor),Uno-X Norwegian Development Team
10006143013,Takayuki Abe,(Jpn),Utsunomiya Blitzen
10009798600,Takeaki Amezawa,(Jpn),Utsunomiya Blitzen
10006550211,Tomoyuki Iino,(Jpn),Utsunomiya Blitzen
10004556960,Nariyuki Masuda,(Jpn),Utsunomiya Blitzen
10013320609,Shinya Mawatari,(Jpn),Utsunomiya Blitzen
10013426400,Atsushi Oka,(Jpn),Utsunomiya Blitzen
10009798903,Rei Onodera,(Jpn),Utsunomiya Blitzen
10009798495,Ryu Suzuki,(Jpn),Utsunomiya Blitzen
10005739148,Yuzuru Suzuki,(Jpn),Utsunomiya Blitzen
10010094751,Soufiane Sahbaoui,(Mar),Vib Sports
10015204328,Seif Eddine Ayachi,(Alg),Vib Sports
10006882031,Ahmad Badreddin Wais,(Syr),Vib Sports
10036466930,Tarek Al Moakee,(Syr),Vib Sports
10007732496,Ali Abdul Al Rikabi,(Irq),Vib Sports
10005792294,Sayed Ahmed Alawi,(Brn),Vib Sports
10061361978,Salman Ayyad,(Brn),Vib Sports
10050083104,Axel Costa Soria,(Arg),Vib Sports
10005792702,Mansoor Jawad,(Brn),Vib Sports
10014872811,Yahiaaldien Khalefa,(Brn),Vib Sports
10010645429,Mounir Makhchoun,(Mar),Vib Sports
10008687544,Ali Nouisri,(Tun),Vib Sports
10010990080,Gabriel Reguero Corral,(Spa),Vib Sports
10014023453,Eric Valiente Bonafe,(Spa),Vib Sports
10009385742,Stepan Astafyev,(Kaz),Vino-Astana Motors
10006472409,Arman Kamyshev,(Kaz),Vino-Astana Motors
10023460644,Kairat Khadylbek,(Kaz),Vino-Astana Motors
10023466405,Anton Kharchenko,(Kaz),Vino-Astana Motors
10015571817,Dmitriy Lessechko,(Kaz),Vino-Astana Motors
10006088550,Yevgeniy Nepomnyachshiy,(Kaz),Vino-Astana Motors
10008688049,Viktor Okishev,(Kaz),Vino-Astana Motors
10011045957,Alexandr Ovsyannikov,(Kaz),Vino-Astana Motors
10011219446,Alexandr Semenov,(Kaz),Vino-Astana Motors
10015082672,Nikita Sokolov,(Kaz),Vino-Astana Motors
10023458523,Dmitriy Vaint,(Kaz),Vino-Astana Motors
10009816178,Alexey Voloshin,(Kaz),Vino-Astana Motors
10010741015,Aspan Zhukenov,(Kaz),Vino-Astana Motors
10014953340,André Santos,(Por),Vito-Feirense-Blackjack
10008821829,João Santos,(Por),Vito-Feirense-Blackjack
10044603210,João Leite,(Por),Vito-Feirense-Blackjack
10005988520,Luís Afonso,(Por),Vito-Feirense-Blackjack
10006879001,Leonel Coutinho,(Por),Vito-Feirense-Blackjack
10011237129,Xuban Errazquin,(Spa),Vito-Feirense-Blackjack
10007517480,Ricardo Ferreira,(Por),Vito-Feirense-Blackjack
10007370970,Soufiane Haddi,(Mar),Vito-Feirense-Blackjack
10007815756,João Matias,(Por),Vito-Feirense-Blackjack
10005827660,Edgar Pinto,(Por),Vito-Feirense-Blackjack
10004130665,Hugo Sancho,(Por),Vito-Feirense-Blackjack
10007502730,Julio Alberto Amores Palacios,(Spa),Vitus Pro Cycling
10023843893,Liam Davies,(GBr),Vitus Pro Cycling
10014119443,Leon Gledhill,(GBr),Vitus Pro Cycling
10008635509,Joshua Hunt,(GBr),Vitus Pro Cycling
10010958556,Harrison Jones,(GBr),Vitus Pro Cycling
10009166379,Deins Kanepejs,(Lat),Vitus Pro Cycling
10015031243,Adam Kenway,(GBr),Vitus Pro Cycling
10015125516,Grant Martin,(GBr),Vitus Pro Cycling
10015903637,Joe Reilly,(GBr),Vitus Pro Cycling
10018021671,Andy Shackel,(GBr),Vitus Pro Cycling
10023888656,Timothy Torrie,(GBr),Vitus Pro Cycling
10017225968,Ben Walsh,(Irl),Vitus Pro Cycling
10012814993,Miguel Alcocer,(Arg),Vivo Team Grupo Oresy
10051134037,Samuel Coronel Gonzalez,(Par),Vivo Team Grupo Oresy
10051151215,Elias Escobar Benitez,(Par),Vivo Team Grupo Oresy
10015714081,Bernardo Flor Velazquez,(Par),Vivo Team Grupo Oresy
10005407732,Gustavo Adolfo Miño Baez,(Par),Vivo Team Grupo Oresy
10009347952,Ernesto Mora Ramirez,(Par),Vivo Team Grupo Oresy
10005474319,Javier Alejandro Salas,(Arg),Vivo Team Grupo Oresy
10023444577,Juan Eduardo Salas Robledo,(Arg),Vivo Team Grupo Oresy
10007752001,Dion Beukeboom,(Ned),Vlasman CT
10006501812,Jasper Bovenhuis,(Ned),Vlasman CT
10012439424,Robert Bovenhuis,(Ned),Vlasman CT
10013329093,Beau Duvigneau,(Ned),Vlasman CT
10006502014,Yoeri Havik,(Ned),Vlasman CT
10009401405,Jaap Kooijman,(Ned),Vlasman CT
10010782643,Bas Ottevanger,(Ned),Vlasman CT
10003096001,Wim Stroetinga,(Ned),Vlasman CT
10013429329,Kelvin van Den Dool,(Ned),Vlasman CT
10007737449,Joost van der Burg,(Ned),Vlasman CT
10009369978,Melvin van Zijl,(Ned),Vlasman CT
10006641854,Robin Wennekes,(Ned),Vlasman CT
10007994905,Adrian Banaszek,(Pol),Voster Uniwheels Team
10010115060,Dawid Czubak,(Pol),Voster Uniwheels Team
10007951859,Mateusz Grabis,(Pol),Voster Uniwheels Team
10002858046,Mateusz Komar,(Pol),Voster Uniwheels Team
10010807093,Szymon Krawczyk,(Pol),Voster Uniwheels Team
10006600024,Mateusz Nowaczek,(Pol),Voster Uniwheels Team
10014694167,Krzysztof Parma,(Pol),Voster Uniwheels Team
10005606984,Michal Podlaski,(Pol),Voster Uniwheels Team
10009810623,Przemyslaw Sobieraj,(Pol),Voster Uniwheels Team
10006061369,Adam Stachowiak,(Pol),Voster Uniwheels Team
10014059223,José Ferreira,(Por),W52-FC Porto
10008731802,João Rodrigues,(Por),W52-FC Porto
10003251100,Raul Alarcon Garcia,(Spa),W52-FC Porto
10004849475,Samuel Caldeira,(Por),W52-FC Porto
10007907100,António Carvalho,(Por),W52-FC Porto
10002526428,Gustavo Cesar Veloso,(Spa),W52-FC Porto
10014517143,José Fernandes,(Por),W52-FC Porto
10005444512,César Fonte,(Por),W52-FC Porto
10006493627,Daniel Freitas,(Por),W52-FC Porto
10003367092,Ricardo Mestre,(Por),W52-FC Porto
10009845682,Angel Lorenzo Sanchez Rebollido,(Spa),W52-FC Porto
10007455038,Rui Vinhas,(Por),W52-FC Porto
10010957445,Norbert Banaszek,(Pol),Wibatech Merx 7R
10013260890,Jakob Roithmeier,(Ger),Wibatech Merx 7R
10008696436,Wojciech Sykala,(Pol),Wibatech Merx 7R
10009363413,Kacper Kistowski,(Pol),Wibatech Merx 7R
10009547511,Marceli Boguslawski,(Pol),Wibatech Merx 7R
10002298779,Marek Rutkiewicz,(Pol),Wibatech Merx 7R
10002866130,Jacek Morajko,(Pol),Wibatech Merx 7R
10003204620,Jaroslaw Marycz,(Pol),Wibatech Merx 7R
10003391748,Sylwester Janiszewski,(Pol),Wibatech Merx 7R
10004032251,Maciej Paterski,(Pol),Wibatech Merx 7R
10005354582,Grzegorz Stepniak,(Pol),Wibatech Merx 7R
10005519684,Adrian Honkisz,(Pol),Wibatech Merx 7R
10006890923,Bartosz Warchol,(Pol),Wibatech Merx 7R
10007749775,Otto Vergaerde,(Bel),WSA Pushbikers
10008651976,Daniel Auer,(Aut),WSA Pushbikers
10048575459,Sebastian Baldauf,(Ger),WSA Pushbikers
10009710993,Hannes Baumgarten,(Ger),WSA Pushbikers
10007499191,Maximilian Beyer,(Ger),WSA Pushbikers
10002653033,Christian Grasmann,(Ger),WSA Pushbikers
10016144218,David Herzele,(Aut),WSA Pushbikers
10035052750,Stefan Kolb,(Aut),WSA Pushbikers
10008821324,Markus Kopfauf,(Aut),WSA Pushbikers
10002727401,Hans-Jörg Leopold,(Aut),WSA Pushbikers
10009399482,Alexander Meier,(Ger),WSA Pushbikers
10005862824,Stefan Pöll,(Aut),WSA Pushbikers
10008145960,Jodok Salzmann,(Aut),WSA Pushbikers
10007740984,Helmut Trettwer,(Ger),WSA Pushbikers
10060406227,Mika Vermeulen,(Aut),WSA Pushbikers
10008633687,Bo Cao,(Chn),Yunnan Taishan Pardus
10063836892,Xiaojun Fan,(Chn),Yunnan Taishan Pardus
10064860446,Jiamin Li,(Chn),Yunnan Taishan Pardus
10015325273,Wenjie Li,(Chn),Yunnan Taishan Pardus
10011239452,Juntao Meng,(Chn),Yunnan Taishan Pardus
10023484387,Benneng Yu,(Chn),Yunnan Taishan Pardus
10015321233,Lianshan Zhang,(Chn),Yunnan Taishan Pardus
10063769194,Zhong Zirong,(Chn),Yunnan Taishan Pardus
,,,
ProCont,,,
10003274439,Fabio Duarte,(Col),Manzana Postobon
10005390251,Mark McNally,(GBr),Wanty-Groupe Gobert
10006271335,Gavin Mannion,(USA),UnitedHealthcare Pro Cycling
10006468870,Mark Christian,(GBr),Aqua Blue Sport
10006499485,Simon Antonini,(Ita),Wanty-Groupe Gobert
10006564456,Daniel Teklehaimanot,(Eri),Cofidis Solutions Credits
10007126147,Bart De Clercq,(Bel),Wanty-Groupe Gobert
10007128470,Andrea Pasqualon,(Ita),Wanty-Groupe Gobert
10007256590,Romain Le Roux,(Fra),Fortuneo-Samsic
10008671073,Odd Christian Eiking,(Nor),Wanty-Groupe Gobert
10009403223,Floris Gerts,(Ned),Roompot-Nederlandse Loterij
10010844681,Joseph Areruya,(Rwa),Delko Marseille Provence KTM
10023848038,James Mitri,(GBr),Burgos BH
10051354511,Juan Jose Lobato,(Spa),Nippo-Vini Fantini-Europa Ovini
10073619243,Casper Pedersen,(Den),Aqua Blue Sport
10074756971,Nick Schultz,(Aus),Caja Rural-Seguros RGA
10074892973,Fabricio Ferrari Barcelo,(Uru),Caja Rural-Seguros RGA
10074893377,Nelson Andres Soto Martinez,(Col),Caja Rural-Seguros RGA
10074893478,Mauricio Moreira,(Uru),Caja Rural-Seguros RGA
10008661777,Davide Ballerini,(Ita),Androni Giocattoli-Sidermec
10003073062,Manuel Belletti,(Ita),Androni Giocattoli-Sidermec
10004509268,Marco Benfatto,(Ita),Androni Giocattoli-Sidermec
10005390958,Alessandro Bisolti,(Ita),Androni Giocattoli-Sidermec
10009392008,Raffaello Bonusi,(Ita),Androni Giocattoli-Sidermec
10005839885,Mattia Cattaneo,(Ita),Androni Giocattoli-Sidermec
10007518086,Luca Chirico,(Ita),Androni Giocattoli-Sidermec
10004501891,Marco Frapporti,(Ita),Androni Giocattoli-Sidermec
10008672891,Mattia Frapporti,(Ita),Androni Giocattoli-Sidermec
10003200475,Francesco Gavazzi,(Ita),Androni Giocattoli-Sidermec
10007744220,Matteo Malucelli,(Ita),Androni Giocattoli-Sidermec
10008912563,Fausto Masnada,(Ita),Androni Giocattoli-Sidermec
10010183263,Kevin Rivera,(CRc),Androni Giocattoli-Sidermec
10016277792,Ivan Sosa,(Col),Androni Giocattoli-Sidermec
10008198201,Matteo Spreafico,(Ita),Androni Giocattoli-Sidermec
10005692264,Rodolfo Torres,(Col),Androni Giocattoli-Sidermec
10009392412,Andrea Vendrame,(Ita),Androni Giocattoli-Sidermec
10005506651,Shane Archbold,(NZl),Aqua Blue Sport
10004778141,Adam Blythe,(GBr),Aqua Blue Sport
10002928976,Matthew Brammeier,(Irl),Aqua Blue Sport
10003225838,Stefan Denifl,(Aut),Aqua Blue Sport
10009793950,Edward Dunbar,(Irl),Aqua Blue Sport
10008670669,Conor Dunne,(Irl),Aqua Blue Sport
10006064302,Andrew Fenn,(GBr),Aqua Blue Sport
10004405501,Aaron Gate,(NZl),Aqua Blue Sport
10006883344,Lasse Norman Hansen,(Den),Aqua Blue Sport
10006064908,Peter Koning,(Ned),Aqua Blue Sport
10003206741,Michel Kreder,(Ned),Aqua Blue Sport
10008689463,Daniel Pearson,(GBr),Aqua Blue Sport
10009498708,Casper Pedersen,(Den),Aqua Blue Sport
10006003270,Lawrence Warbasse,(USA),Aqua Blue Sport
10007510208,Calvin Watson,(Aus),Aqua Blue Sport
10009505475,Vincenzo Albanese,(Ita),Bardiani CSF
10008660767,Simone Andreetta,(Ita),Bardiani CSF
10006467860,Enrico Barbin,(Ita),Bardiani CSF
10008983291,Michael Bresciani,(Ita),Bardiani CSF
10009391503,Giovanni Carboni,(Ita),Bardiani CSF
10009709175,Giulio Ciccone,(Ita),Bardiani CSF
10005503217,Andrea Guardini,(Ita),Bardiani CSF
10006684896,Mirco Maestri,(Ita),Bardiani CSF
10010084344,Marco Maronese,(Ita),Bardiani CSF
10008688453,Umberto Orsini,(Ita),Bardiani CSF
10009393523,Lorenzo Rota,(Ita),Bardiani CSF
10014429843,Daniel Savini,(Ita),Bardiani CSF
